"Henrique Gomes","henrique.gomes.8757.uservice@stresstest.com.br","17260385995","20","28451187","19","999046129","+2J!4Au&","29/04/1958","feminino","1","1","1","credito","0","Guabi natural","/colecao/frontline-spray","/produto/racao-qualiday-para-gatos-adultos-castrados-sabor-salmao","Condicionador Sarnicida Cão Fiel para Cães 200ml","159891","34738-717","bemvindo10"
"Vitor Gabriel Peixoto","vitor.gabriel.peixoto.3093.uservice@stresstest.com.br","59123764864","12","26585350","20","999316808","#ul3BT$f","09/03/1980","masculino","1","1","1","boleto","0","Sachê","/colecao/bomba-de-aquario","/produto/racao-umida-para-gatos-farmina-vet-life-struvite-85g","Ração Nero Original para Cães Adultos Sabor Carne","150781","40699815","bemvindo10"
"Isabel da Cunha","isabel.da.cunha.1861.uservice@stresstest.com.br","09583216470","13","25713092","19","999590918","&$8p3Vfc","18/09/1944","feminino","1","0","1","credito","0","Naturalis","/colecao/P202107054-o-cantinho-do-seu-passaro-com-ate-30-off","/produto/spray-bucal-pet-clean-morango-para-caes-e-gatos-120ml","Ração Fórmula Natural FreshMeat para Gatos Adultos Castrados Sabor Salmão","159525","88343672","bemvindo10"
"Calebe da Mota","calebe.da.mota.3807.uservice@stresstest.com.br","29751683068","13","24125138","10","998920786","AF@+4)Yj","21/06/1991","masculino","1","1","1","credito","0","granulado de madeira","/colecao/selecao_ned","/produto/shampoo-docg-exotic-oils-para-caes-e-gatos","Peitoral Snoopy Unix Zooz Pets para Cães","71179","17977-714","bemvindo10"
"Luiz Fernando Moreira","luiz.fernando.moreira.7263.uservice@stresstest.com.br","45128703690","18","27139782","17","999767682","*7YEaW#h","07/05/2000","feminino","1","1","1","credito","0","Escova","/colecao/AT-beleza-com-ate-30-off","/produto/shampoo-i-love-pet-tradicional-para-caes-e-gatos","Coleira Zee.Cat Milky para Gatos","156451","16463521","bemvindo10"
"Lorena Azevedo","lorena.azevedo.80.uservice@stresstest.com.br","56328910460","17","24134719","13","999385744","!_tM$4Tl","14/05/1941","masculino","1","1","1","credito","0","prediderm","/cachorro;/brinquedos/bichinhos-de-pelucia","/produto/eliminador-de-odores-pet-family-lavanda-2l","Bifinho Petz Strip Frango para Cães","156567","92665989","bemvindo10"
"Valentina Aragão","valentina.aragao.9879.uservice@stresstest.com.br","10326589759","18","28404748","19","999655645","k^3Z^Aum","09/11/1994","feminino","1","1","1","credito","0","porta ração","/colecao/P202107063-linha-profissional-com-ate-50-off","/produto/suplemento-nutripharme-globion-pet-30-comprimidos-para-caes-e-gatos","Gaiola para Roedores Quatiguá Home Playground Vermelha para Hamsters","155037","21399-510","bemvindo10"
"Ana Beatriz Cardoso","ana.beatriz.cardoso.271.uservice@stresstest.com.br","59280316702","15","23428977","15","999984204","k^T8CSwM","17/03/1937","feminino","1","0","1","credito","0","Vermífugo","/gato/petiscos/bifinhos","/produto/racao-maine-coon-royal-canin-para-gatos","Bandeja DuraPets Furbox Vermelha para Gatos","82658","01211-046","bemvindo10"
"Alice Campos","alice.campos.477.uservice@stresstest.com.br","72840591685","10","29277935","12","999513201","B)9FPnIM","25/11/1950","feminino","1","1","1","credito","0","quatree","/colecao/P202105078-coletor-katakaka-com-58-off","/produto/tesoura-de-unha-para-gatos-chalesco","Ração Golden para Gatos Adultos Castrados Sabor Carne","162345","85048831","bemvindo10"
"Kevin Gomes","kevin.gomes.4619.uservice@stresstest.com.br","61720384940","17","27730703","10","999290549","y8_W6hHw","10/04/1994","masculino","1","1","1","credito","0","Manta","/cachorro;/racas/chow-chow","/produto/gaiola-para-passaros-quatigua-madeira-e-fibra-para-canarios","Bebedouro Automático Truqys Galão para Cães e Gatos Rosa","156996","64089-827","bemvindo10"
"Melissa Aragão","melissa.aragao.8857.uservice@stresstest.com.br","54813720960","10","24642384","10","999912865","Y+Z3Dl5E","03/07/1939","masculino","1","1","1","credito","0","Advocate","/gato/racas/bobtail-americano","/produto/snack-petitos-pet-sensations-para-caes-sabor-papaia-e-linhaca","Ração Fórmula Natural FreshMeat para Gatos Adultos Castrados Sabor Salmão","166353","43387-332","bemvindo10"
"Cecília Rodrigues","cecilia.rodrigues.1745.uservice@stresstest.com.br","78126935030","15","28540924","15","998845376","^$0wItFn","13/10/1986","masculino","1","1","1","credito","0","peitoral","/colecao/P202104031-desconto-exclusivo-colaborador-adm","/produto/racao-cibau-mini-breeds-sensitive-lamb-para-caes-adultos-de-racas-pequenas","Fertilizante Vithal para Flores com 30un","154429","30259-971","bemvindo10"
"Stephany da Luz","stephany.da.luz.1728.uservice@stresstest.com.br","53092178432","18","24631229","19","999251489","#8OaT(ux","15/10/1988","feminino","1","1","1","credito","0","Ração Golden  Fórmula para Cães Adultos Sabor Frango e Arroz","/colecao/P202107088-cafune-desinfetante-concentrado-leve-2-e-pague-1","/produto/racao-umida-optimum-sache-para-caes-adultos-sabor-frango-100g","Moletom Snoopy Zooz Pets para Cães Vinho","158337","08330-392","bemvindo10"
"Lívia Jesus","livia.jesus.8885.uservice@stresstest.com.br","46972081530","18","27873122","15","999952138","$Q0XyK%*","07/01/1943","masculino","1","1","1","credito","0","arranhador","/peixes/equipamentos-e-acessorios/criadeiras","/produto/termometro-boyu-digital-bt-10-quadrado-para-aquarios","Antipulgas e Carrapatos Frontline Plus para Cães de 10 a 20kg","82658","02896-145","bemvindo10"
"Davi Lucca Azevedo","davi.lucca.azevedo.4312.uservice@stresstest.com.br","39750481232","20","25865415","19","999545656","TSq&4TOf","15/08/1975","feminino","1","0","1","credito","0","Colchonete","/colecao/AT-higiene-com-ate-30-off","/produto/racao-mix-mini-friends-para-jabuti-sabor-racao,-frutas-e-vegetais","Suplemento Ativi para Cães e Gatos 40mg","146838","32933487","bemvindo10"
"Isis da Rocha","isis.da.rocha.4391.uservice@stresstest.com.br","35671928095","16","26790871","19","999307261","@A1TO&7x","16/02/1946","masculino","1","0","1","boleto","0","Roupa cirúrgica","/colecao/black-friday-petisco-para-gatos","/produto/racao-origens-racas-especificas-para-labrador-e-golden-retriever-filhotes-15kg","Ração Nutrópica para Canário","72356","13578-707","bemvindo10"
"Thomas Cavalcanti","thomas.cavalcanti.647.uservice@stresstest.com.br","59307682186","10","25773965","18","999872315","_g3yvWu6","13/04/1971","masculino","1","0","1","credito","0","Antipulgas e Carrapatos NexGard para Cães de 10,1 a 25kg","/outros-pets/hamster-e-twister/feno-e-alfafa","/produto/petisco-delicibife-gatos-adultos-e-filhotes-atum-e-salmao-20g","Decoração Mbreda MixRock Rochas Para Aquário","154768","69453-717","bemvindo10"
"Larissa Caldeira","larissa.caldeira.2646.uservice@stresstest.com.br","53926180730","17","26268337","10","999120779","&K46tVh0","04/02/1963","masculino","1","0","1","credito","0","Bebedouro","/colecao/selecao_ned","/produto/areia-higienica-cats-best-para-gatos","Biscoito Pet Dog para Cães Sabor Chocolate","73481","04120-241","bemvindo10"
"Maria Eduarda Duarte","maria.eduarda.duarte.2841.uservice@stresstest.com.br","40257691820","16","22590562","10","999139192","(i)S6XUq","27/03/1935","masculino","1","0","1","credito","0","antipulgas","/colecao/racao-premier-filhotes","/produto/brinquedo-napi-vara-bola-pompom-para-gatos-cores-sortidas","Condicionador Sarnicida Cão Fiel para Cães 200ml","94960","99131598","bemvindo10"
"Beatriz Ribeiro","beatriz.ribeiro.1068.uservice@stresstest.com.br","25806374947","12","23675585","10","999729699","_RE1X+6j","05/05/1988","masculino","1","1","1","credito","0","Ração Golden Fórmula Mini Bits Para Cães Adultos Pequeno Porte Sabor Carne e Arroz","/colecao/P202105006-eliminador-de-odores-e-desinfetantes-para-caes-e-gatos","/produto/brinquedo-latoy-palhacinho-latex-para-caes","Peitoral e Guia Toh Tradicional Eclipse para Cães","151973","99246-524","bemvindo10"
"Beatriz Pinto","beatriz.pinto.1908.uservice@stresstest.com.br","09783561286","19","27689381","13","999229282","+)p8l2Pf","06/02/2002","masculino","1","1","1","credito","0","Magnus","/colecao/AT-areias-ate-30-off","/produto/humilac-spray-250ml","Ração Special Cat Prime Salmão e Arroz para Gatos Filhotes","71694","64911-832","bemvindo10"
"João Gabriel Lopes","joao.gabriel.lopes.3631.uservice@stresstest.com.br","73120496804","11","26865106","12","999412884","U_cO2Zh2","08/08/1963","masculino","1","1","1","credito","0","Petisco","/outros-pets/coelhos","/produto/algicida-genco-choque","Shampoo Sanol Dog para Cães Filhotes","152964","58148-385","bemvindo10"
"Rebeca Cavalcanti","rebeca.cavalcanti.3973.uservice@stresstest.com.br","29413856060","18","25450248","15","999563058","_9YYbzH6","07/11/1948","feminino","1","0","1","boleto","0","pet delicia","/colecao/vitamina-para-cachorro-idoso","/produto/racao-excellent-para-caes-adultos-de-racas-medias-e-grandes-sabor-frango-e-arroz","Bifinho Petz Strip Frango para Cães","161606","75972346","bemvindo10"
"Yago Souza","yago.souza.9633.uservice@stresstest.com.br","57201843680","17","23967195","17","999290349","C(8%CIo2","23/01/1937","feminino","1","0","1","credito","0","Magnus","/casa-e-jardim/piscina/algicidas","/produto/kit-triton-dog-com-bandeja-higienica,-pa-e-comedouros-para-gatos-vermelho","Peitoral com Guia AMF Cães Xadrez Rosa","99823","51047321","bemvindo10"
"João Lucas Nunes","joao.lucas.nunes.6352.uservice@stresstest.com.br","03167895420","10","25976152","10","999553479","t_)b3&Mv","24/08/1979","masculino","1","0","1","credito","0","nexgard","/colecao/estimulante-de-apetite-para-cachorro","/produto/suplemento-nutripharme-globion-pet-30-comprimidos-para-caes-e-gatos","Fonte PetLon Premium Preto e Prata para Cães e Gatos","94803","57207-968","bemvindo10"
"Fernanda Peixoto","fernanda.peixoto.2415.uservice@stresstest.com.br","61932850406","20","22683515","10","998844394","*c#P3Ag5","03/10/1975","feminino","1","0","1","credito","0","premier filhotes","/gato/coleiras-e-peitorais/rastreadores","/produto/racao-vet-life-natural-urinary-struvite-para-caes-adultos","Ração Golden para Gatos Adultos Castrados Seleção Natural Abóbora","73481","05438098","bemvindo10"
"Isadora Barros","isadora.barros.9561.uservice@stresstest.com.br","73860592130","18","26473749","17","999143353","+6JOt)on","26/01/1968","masculino","1","1","1","credito","0","Ração Golden","/colecao/gastrite","/produto/racao-qualiday-para-gatos-adultos-castrados-sabor-frango","Biscoito Pet Dog para Cães Sabor Chocolate","152049","49816608","bemvindo10"
"Marina Rezende","marina.rezende.196.uservice@stresstest.com.br","85219360442","18","23522425","15","999878771","@r92ISOd","14/09/1931","masculino","1","0","1","boleto","0","Pipicat","/outros-pets/gerbil/brinquedos","/produto/brinquedo-art-injet-bola-de-borracha-injetada-macica-lisa-para-caes-cores-sortidas","Shampoo Sanol Dog Neutralizador de Odores","156567","39857-149","bemvindo10"
"Vitória Barbosa","vitoria.barbosa.2361.uservice@stresstest.com.br","78421635026","19","28895795","11","999658774","&wz1XIi!","01/05/1986","feminino","1","1","1","credito","0","Fórmula Natural","/cachorro/brinquedos/brinquedos-educativos","/produto/floreira-desli-vicenza-marrom","Suplemento Food Dog Botupharma Sênior","164653","87269198","bemvindo10"
"Igor Pereira","igor.pereira.5971.uservice@stresstest.com.br","60934725152","20","26891013","17","998877372","++6Y9Z7q","28/09/1934","masculino","1","0","1","credito","0","Ração Premier Shih Tzu Raças Específicas para Cães Adultos","/colecao/terrario","/produto/biscoito-magnus-original-para-caes","Bebedouro Chalesco Acqua Fresca para Cães e Gatos","161873","52600903","bemvindo10"
"Joana Melo","joana.melo.8427.uservice@stresstest.com.br","86359204142","18","25419798","15","998837773","_1YOnIPB","03/03/1998","masculino","1","1","1","credito","0","premier raças pequenas","/colecao/racoes_a_partir_de_10OFF","/produto/racao-umida-optimum-sache-para-caes-adultos-sabor-frango-100g","Ração Nutrópica Farinhada Mel, Ovos e Frutas - 5kg","81401","82173-834","bemvindo10"
"Pedro Henrique Ribeiro","pedro.henrique.ribeiro.9723.uservice@stresstest.com.br","20314975888","10","22343757","16","999014923","0)4Sh29h","27/11/1995","masculino","1","1","1","credito","0","Calopsita","/outros-pets/hamster-e-twister/brinquedos","/produto/limpa-pisos-xo-odor-germicida-lavanda-1-litro","Spray Bucal Pet Clean Morango para Cães e Gatos 120ml","81401","52230-486","bemvindo10"
"Stella Cardoso","stella.cardoso.886.uservice@stresstest.com.br","75820169395","12","27803484","17","999535181","s*%j%5Ca","22/07/1985","masculino","1","1","1","credito","0","granplus","/casa-e-jardim/piscina/clarificantes","/produto/racao-umida-optimum-sache-para-caes-adultos-sabor-frango-100g","Nutrópica Natural para Trinca Ferro","82658","97380-268","bemvindo10"
"Natália Mendes","natalia.mendes.6794.uservice@stresstest.com.br","14859072685","10","26108597","15","999135584","y_0AAmYV","31/07/1931","feminino","1","0","1","credito","0","Brinquedo","/peixes/alimentacao/peixes-carnivoros","/produto/brinquedo-pelucia-coruja-home-pet-para-caes","Casaquinho Bonito pra Cachorro Azul Claro para Cães","97623","96042-057","bemvindo10"
"Olivia Ribeiro","olivia.ribeiro.519.uservice@stresstest.com.br","20597138621","11","26876265","19","999409402","n)8)TPrY","14/12/1957","masculino","1","0","1","credito","0","ração premier filhotes","/cachorro;/racas/labrador","/produto/racao-nestle-purina-cat-chow-para-gatos-adultos-sabor-carne","Peitoral e Guia Toh Anti Puxão Nazar para Cães","161873","18732144","bemvindo10"
"João Gabriel Santos","joao.gabriel.santos.9478.uservice@stresstest.com.br","42960358783","11","26215228","15","999372736","CL#84OkY","20/06/1941","feminino","1","1","1","credito","0","Ração Premier Raças Específicas Golden Retriever para Cães Adultos - 12kg","/cachorro;/racas/bernese","/produto/snack-oh-la-la-fit-ring-para-caes-50g","Talco Antipulgas Sanol Dog","71439","96592-626","bemvindo10"
"Camila Castro","camila.castro.2879.uservice@stresstest.com.br","92458730647","16","24058628","19","999811609","Fl(M8TSp","26/04/2000","masculino","1","1","1","credito","0","petisco","/colecao/P202011259-snacks-leve-3-pague-2","/produto/peitoral-h-e-guia-toh-army-para-caes","Ração Faro para Gatos Adultos Mix de Peixes","162502","27892-097","bemvindo10"
"Ana Sophia Duarte","ana.sophia.duarte.2841.uservice@stresstest.com.br","57143809675","14","27414756","11","999009119","X*P2gfPe","08/08/2000","feminino","1","1","1","credito","0","promun","/colecao/P202108060-areia-higienica-petz-12kg-com-15-off_b","/produto/coleira-zooz-snoopy-stripe-para-caes","Brinquedo Napi Vara Bola Pompom para Gatos - Cores Sortidas","71437","12766-541","bemvindo10"
"Kaique Rocha","kaique.rocha.5894.uservice@stresstest.com.br","86579420111","20","25142109","14","999157245","L^2FKjgy","24/04/1976","masculino","1","1","1","credito","0","Hamster","/colecao/advantage-max3","/produto/cobertor-urban-puppy-para-caes-soft-rosa","Enrolador de Mangueira Tramontina sem Rodinha","93614","71551588","bemvindo10"
"Leandro da Mota","leandro.da.mota.6142.uservice@stresstest.com.br","60542379856","13","27890570","15","998921338","*6Sl_@n5","03/10/1952","masculino","1","0","1","credito","0","Premier gatos","/cachorro/beleza-e-limpeza/sabonetes","/produto/racao-umida-lata-matisse-para-gatos-mousse-sardinha-85g","Peitoral com Guia AMF Cães Xadrez Rosa","71828","31437-627","bemvindo10"
"Gustavo Henrique da Rocha","gustavo.henrique.da.rocha.1860.uservice@stresstest.com.br","96325781473","16","22721053","14","998872686","U)7&BPr1","22/04/1931","feminino","1","1","1","credito","0","coleira zee dog","/colecao/RR-racao-umida-itens-de-beleza-e-farmacia-para-o-seu-pet","/produto/racao-umida-ned-quinoa-weight-management-para-caes-adultos-140g","Alimento para Peixe Poytara Carnívoro Superfície","87685","31233403","bemvindo10"
"Luiz Henrique Santos","luiz.henrique.santos.3114.uservice@stresstest.com.br","59806714393","18","29516901","18","999934226","(1TjO!h3","30/09/1972","masculino","1","1","1","credito","0","Ração Royal Canin Veterinary Hypoallergenic Small - Cães Adultos","/colecao/cachorro-com-vermelhidao-na-pele","/produto/areia-higienica-cats-best-para-gatos","Brinquedo Mordedor Corda Dental Bone Pastel para Cães Jambo","162502","85755229","bemvindo10"
"Alana da Rosa","alana.da.rosa.8166.uservice@stresstest.com.br","04623859142","13","27147234","10","999915999",")3ZY%#uV","04/11/1949","masculino","1","1","1","credito","0","Ração Royal Canin","/colecao/golden-mega","/produto/shampoo-i-love-pet-tradicional-para-caes-e-gatos","Ração Premier Seleção Natural para Gatos Adultos","153730","84754575","bemvindo10"
"Maria Julia Rezende","maria.julia.rezende.5674.uservice@stresstest.com.br","74523610916","14","27460718","18","999985404",")3@E1Fhn","07/12/1955","masculino","1","1","1","credito","0","Coleira Antiparasitas Scalibor MSD","/colecao/P202104029-simparic-e-apoquel-dupla-eficaz-contra-parasitas","/produto/brinquedo-pawise-bolinha-de-espuma-arco-iris-para-gatos-cores-sortidas","Comedouro Plast Pet New Pratic Bege","154981","13335137","bemvindo10"
"Caroline Porto","caroline.porto.1606.uservice@stresstest.com.br","70463982169","16","25528650","19","999452002","^2(B5Vtv","19/08/1975","masculino","1","0","1","credito","0","ração","/colecao/P202108060-areia-higienica-petz-12kg-com-15-off_b","/produto/eliminador-de-odores-sanol-dog-citronela","Ração Úmida N&D Ocean para Cães Adultos Sabor Salmão 140g","159529","34246-020","bemvindo10"
"Pietro Nunes","pietro.nunes.9134.uservice@stresstest.com.br","68941273013","10","28081523","20","999130544","Q)v#8Xrw","01/11/1996","feminino","1","0","1","credito","0","Kong","/colecao/AT-acessorios-com-ate-40-off_t","/produto/brinquedo-pet-games-laser-cat-para-gatos","Luminária Soma LED X7 15W para Aquário Branco","73920","99004334","bemvindo10"
"Vitória Pinto","vitoria.pinto.3392.uservice@stresstest.com.br","01928735479","13","24208737","20","998913152","_w2Cy)sg","15/12/1980","feminino","1","1","1","credito","0","Bebedouro","/colecao/hemolitan","/produto/periovet-gel-kit-vetnil-25g","Ração Alcon Club Para Roedores Alfafa Sticks","152865","37360-299","bemvindo10"
"Alícia Lopes","alicia.lopes.4551.uservice@stresstest.com.br","65493708256","13","23872625","12","998920386","_aZ8DCVn","28/11/1942","masculino","1","1","1","credito","0","Ração Royal Canin Club Performance Cães Adultos","/colecao/sanitario-canino","/produto/peitoral-e-guia-meu-au-au-turma-da-monica-bidu-azul-para-caes","Peitoral e Guia Toh Tradicional Fuji para Cães","77195","20043250","bemvindo10"
"Sophie Freitas","sophie.freitas.1408.uservice@stresstest.com.br","04837562108","15","23416961","12","998967857","i6!G6NBx","14/12/1979","masculino","1","1","1","credito","0","Cibau","/colecao/P202107038-nova-linha-de-produtos-granado","/produto/luminaria-soma-led-x7-15w-para-aquario-branco","Biscoito Pet Dog para Cães Sabor Chocolate","147992","31949678","bemvindo10"
"Levi Duarte","levi.duarte.9362.uservice@stresstest.com.br","71603548939","15","28165530","10","999642725","@0JjxXoa","23/12/1975","feminino","1","1","1","credito","0","roupa","/colecao/P202105043-vermifugos-para-o-pet","/produto/fralda-higienica-eco-dogs-care-para-caes-machos-24-unidades","Vaso Okla Bari Tabaco para Jardim","77123","62620-725","bemvindo10"
"João Miguel Fogaça","joao.miguel.fogaca.7560.uservice@stresstest.com.br","68719240511","12","26045797","12","999757003","0+2D_aQg","02/10/1994","masculino","1","1","1","credito","0","Frontline","/colecao/EG-racoes-para-cachorro","/produto/racao-umida-ned-quinoa-weight-management-para-caes-adultos-140g","Sanitário Higiênico Plast Pet Pipi Tapete Rosa","78019","03301-459","bemvindo10"
"Rebeca da Rosa","rebeca.da.rosa.4112.uservice@stresstest.com.br","85623490115","13","24969261","13","998882410","qi%5UmJt","27/12/1980","feminino","1","1","1","credito","0","Pedigree","/cachorro/farmacia/otologicos","/produto/nutropica-natural-para-trinca-ferro","Vaso Okla Bari Branco para Jardim","107739","44889907","bemvindo10"
"Clara da Conceição","clara.da.conceicao.2579.uservice@stresstest.com.br","41985763273","19","25499862","12","999959555","(@I6I5bl","24/04/1963","masculino","1","0","1","credito","0","Ração Royal Canin Veterinary Hypoallergenic - Cães Adultos","/colecao/P202104012-ganhe-30-OFF-na-segunda-unidade-de-hills-caes-obesos","/produto/brinquedo-pelucia-raposa-laranja-home-pet-para-caes","Brinquedo Pawise Bolinha de Espuma Arco-íris para Gatos - Cores Sortidas","76417","87746867","bemvindo10"
"Ana Júlia Lima","ana.julia.lima.5825.uservice@stresstest.com.br","26947815002","15","22559569","12","999853898","Oq_3Narv","14/11/1952","masculino","1","1","1","credito","0","Antipulgas Simparic 20 mg para cães 5,1 a 10 kg - Zoetis","/colecao/P202012113-lancamento-areia-petz-graos-medios-e-finos","/produto/vaso-okla-bari-tabaco-para-jardim","Ração Special Dog Prime Sênior Para Cães Adultos de Raças Pequenas","96698","45791-366","bemvindo10"
"Raquel da Cruz","raquel.da.cruz.1955.uservice@stresstest.com.br","08729154685","11","27694572","20","998911263","+e1@LAng","17/01/1934","masculino","1","1","1","credito","0","Capstar","/gato/acessorios-de-alimentacao/jogo-americano","/produto/refil-cata-caca-german-hart-triangulos-para-caes-e-gatos","Comedouro Lento e Funcional Pet Games PetFit Azul","145563","38522934","bemvindo10"
"Cauê Novaes","caue.novaes.1094.uservice@stresstest.com.br","89137524097","13","26064354","18","999582660","zUC^0SDn","20/09/1981","feminino","1","1","1","credito","0","Biofresh","/cachorro;/racas/sao-bernardo-cachorro","/produto/planta-plastica-soma-economy-verde-436","Trissulfin SID 400mg Antibiótico Ourofino Para Cães e Gatos","153730","53516-975","bemvindo10"
"Maria Julia Moura","maria.julia.moura.5779.uservice@stresstest.com.br","28153974041","10","27515351","19","999949281","Bs&77Y9z","30/12/1965","feminino","1","1","1","credito","0","ração premier","/cachorro;/racas/beagle","/produto/casaco-urban-puppy-fleece-marinho-para-caes-e-gatos","Biscoito Magnus Original para Cães","160652","44915-265","bemvindo10"
"Raquel Fernandes","raquel.fernandes.4061.uservice@stresstest.com.br","05914827620","19","25146836","13","999777041",")4^RQOml","14/04/1935","masculino","1","1","1","credito","0","Banho a seco","/cachorro;/racas/yorkshire","/produto/brinquedo-kong-para-caes-cozie-marvin-moose-medio-marrom","Osso Petiscão para Cães Nó 3/4","164954","09425-378","bemvindo10"
"Antônio Caldeira","antonio.caldeira.6669.uservice@stresstest.com.br","08653124780","15","28210915","20","999679710","!@)J6Ymm","14/03/1962","feminino","1","1","1","credito","0","Probiótico Vetnil Cães e Gatos","/colecao/agapornis","/produto/plasivet-biovet-para-caes-e-gatos-20ml","Ração Naturalis para Gatos Adultos Castrados Sabor Frango e Peru","97234","34827-111","bemvindo10"
"Julia da Costa","julia.da.costa.2716.uservice@stresstest.com.br","75236941873","18","23297923","14","999272439","(924Bdy6","14/07/1938","feminino","1","1","1","credito","0","Ração Royal Canin","/colecao/canarios","/produto/racao-nestle-purina-proplan-veterinary-diets-obesity-sabor-frango-para-gatos","Rasqueadeira German Hart Gel Rosa para Cães e Gatos","76465","42847-809","bemvindo10"
"Gustavo Henrique Martins","gustavo.henrique.martins.6918.uservice@stresstest.com.br","53869472065","20","27563848","18","999896817","X)@r5Rl6","14/08/1935","masculino","1","1","1","credito","0","endogard","/colecao/P202106346-cansei-de-ser-gato","/produto/repelente-good-pet-contra-mordedura-mundo-animal-200ml","Refil Cata Caca German Hart Triângulos para Cães e Gatos","147749","07626-524","bemvindo10"
"Isis Ribeiro","isis.ribeiro.3916.uservice@stresstest.com.br","53698217473","13","24841471","17","998995313","B)1JfrN4","05/11/1957","feminino","1","0","1","credito","0","antipulgas","/outros-pets/hamster-e-twister","/produto/racao-vet-life-natural-urinary-struvite-para-gatos-adultos-struvite","Ração Equilibrio Grain Free para Cães Filhotes Raças Mini sabor Mandioca 1,5kg","163524","54446-421","bemvindo10"
"Julia Souza","julia.souza.3772.uservice@stresstest.com.br","06875294176","16","25533212","13","999211171","i!6^O*i^","11/09/1969","masculino","1","1","1","credito","0","tapete higiênico","/cachorro;/racas/labrador","/produto/banho-a-seco-docg-dry-shower-em-spray-para-caes-e-gatos-150ml","Cachepot I&A Redondo Reto Palha","154297","99715002","bemvindo10"
"Augusto Fernandes","augusto.fernandes.3742.uservice@stresstest.com.br","23975641061","20","27213155","13","998853414","%zNon9Zp","16/04/1943","masculino","1","1","1","credito","0","racao caes senior","/cachorro;/brinquedos/bichinhos-de-pelucia","/produto/condicionador-sarnicida-cao-fiel-para-caes-200ml","Rodinha para Hamster Quatiguá Azul","153172","19886629","bemvindo10"
"Bárbara da Cunha","barbara.da.cunha.1789.uservice@stresstest.com.br","04865237992","20","27080635","10","999714520",")p9oTu0E","14/11/1942","feminino","1","0","1","credito","0","Premier filhotes","/cachorro/racas/foxhound-ingles","/produto/racao-granplus-gourmet-para-gatos-castrados-sabor-salmao-e-frango","Ração Golden Fórmula Mini Bits Para Cães Filhotes Raças Pequenas Sabor Carne e Arroz","164001","97769-887","bemvindo10"
"Ana Carolina Nogueira","ana.carolina.nogueira.6632.uservice@stresstest.com.br","60159834260","16","22669167","13","999162452","(E3sGuT(","26/10/2002","feminino","1","1","1","credito","0","Dog chow","/colecao/P202107048-antipulgas-para-caes","/produto/racao-qualiday-para-caes-senior-de-racas-pequenas","Shampoo Docg Exotic Oils para Cães e Gatos","153730","16819-641","bemvindo10"
"Cecília Gonçalves","cecilia.goncalves.9583.uservice@stresstest.com.br","43062985151","20","28131571","19","999345090","k%Z3HHNr","26/03/1995","masculino","1","1","1","credito","0","Golden gatos castrados","/cachorro;/racas/cane-corso","/produto/snack-petitos-pet-sensations-para-caes-sabor-mirtilo-e-abobora","Brinquedo Pawise para Cães Tugger Hipopótamo","148810","65919-438","bemvindo10"
"Ana Lívia Gomes","ana.livia.gomes.3979.uservice@stresstest.com.br","29460853765","17","24767834","20","998996375","$85Rxrdf","14/02/1971","feminino","1","1","1","credito","0","Dog chow","/colecao/brinquedos-para-o-seu-pet","/produto/sabonete-pet-life-erva-santa-maria-para-caes-e-gatos-80g","Casa Plast Pet Stone House para Cães Marrom","154229","52800-669","bemvindo10"
"Luiz Miguel Lopes","luiz.miguel.lopes.7633.uservice@stresstest.com.br","70913452661","13","25520214","19","999631576","+M7F!bLx","01/04/1988","feminino","1","1","1","credito","0","Ração Royal Canin Veterinary Satiety para Cães Adultos","/gato/beleza-e-limpeza/banho-a-seco-e-talcos","/produto/guia-flexi-design-para-caes-cordao-preto-e-rosa","Pulverizador Sange para Adestramento","151268","19344-042","bemvindo10"
"Thiago Peixoto","thiago.peixoto.8508.uservice@stresstest.com.br","87536129491","14","29877119","10","998829514","#*4OIaH7","07/08/1986","feminino","1","0","1","credito","0","bravecto","/colecao/antiemetico-para-caes","/produto/racao-qualiday-para-caes-senior-de-racas-pequenas","Shampoo Sanol Dog Neutralizador de Odores","125223","39729-532","bemvindo10"
"Raquel Duarte","raquel.duarte.8354.uservice@stresstest.com.br","82743195673","17","29687533","14","999005312","y#5iZWLr","19/06/1998","feminino","1","1","1","credito","0","Urinary","/colecao/camas_a_partir_de_15OFF","/produto/guia-tchucoo-ha-ha-ha-para-caes","Brinquedo American Pets para Cães Buldog","76465","77615-452","bemvindo10"
"Ana Costela","ana.costela.7401.uservice@stresstest.com.br","15673948093","12","26511445","11","999261729","$+!168Sm","28/07/1956","masculino","1","0","1","credito","0","Vaso","/colecao/especial-dia-do-gato","/produto/eliminador-de-odores-pet-family-lavanda-2l","Osso Filezinho Palito para Cães Natural 3un","91104","85488057","bemvindo10"
"Alexia Monteiro","alexia.monteiro.7871.uservice@stresstest.com.br","25613874964","14","22439130","11","999691089","i)uq8cFr","23/02/1955","masculino","1","1","1","credito","0","Colar","/colecao/P202010249-saude-oral-dos-pets","/produto/casa-plast-pet-stone-house-para-caes-marrom","Shampoo Sanol Dog Neutralizador de Odores","97365","22969-822","bemvindo10"
